@relation mushroom-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute cap-shape {b,c,f,k,s,x}
@attribute cap-surface {f,g,s,y}
@attribute cap-color {b,c,e,g,n,p,r,u,w,y}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-attachment {a,d,f,n}
@attribute gill-spacing {c,d,w}
@attribute gill-size {b,n}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-shape {e,t}
@attribute stalk-root {b,c,e,r,u,z}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute veil-color {n,o,w,y}
@attribute ring-number {n,o,t}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute Class {e,p}

@data
x,f,g,f,n,f,c,n,g,t,e,s,s,w,w,w,o,p,k,y,u,e
b,y,y,t,l,f,c,b,n,t,c,s,s,w,w,w,o,p,k,s,g,e
x,s,n,f,l,f,c,b,n,e,b,s,s,w,w,w,o,p,k,s,m,e
b,y,n,t,l,f,c,b,k,e,b,s,s,w,w,w,o,p,n,s,g,e
x,s,w,t,a,f,c,b,b,e,c,s,s,w,w,w,o,p,k,s,m,e
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,e
x,s,y,t,a,f,c,b,b,t,c,s,s,w,w,w,o,p,k,s,d,e
x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,s,g,e
f,s,y,t,a,f,w,b,p,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,w,s,g,p
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,a,d,e
b,y,w,f,a,f,c,b,w,e,b,s,s,w,w,w,o,p,k,s,g,e
x,s,y,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,e
b,y,w,t,a,f,c,b,n,t,c,s,s,w,w,w,o,p,k,s,g,e
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,e
x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,v,d,e
b,y,n,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,e
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,e
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,v,g,e
x,f,w,f,n,f,c,b,n,t,e,s,s,w,w,w,o,e,n,s,g,e
x,y,y,t,n,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,d,e
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,d,p
x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,e
x,f,w,t,n,f,c,n,p,t,b,s,s,w,w,w,o,p,n,v,d,e
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g,e
x,y,w,t,p,f,c,n,k,t,e,s,s,w,w,w,o,p,k,v,u,p
x,s,y,t,n,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m,e
x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,e
f,s,w,t,n,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,e
f,f,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d,e
x,y,w,t,a,f,c,b,w,t,c,s,s,w,w,w,o,p,k,s,g,e
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,e
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,d,e
b,y,w,t,l,f,c,b,b,e,c,s,s,w,w,w,o,p,k,n,g,e
x,s,y,f,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,m,e
x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u,p
b,s,y,t,n,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g,e
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,w,n,g,e
x,y,n,t,p,f,c,b,w,e,e,s,s,w,w,w,o,p,k,v,u,p
b,y,w,f,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,v,m,e
b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,m,e
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,e
x,y,n,t,l,f,c,b,g,e,b,s,s,w,w,w,o,p,n,v,g,e
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,w,e,b,s,y,w,w,w,o,p,k,y,g,e
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g,e
x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u,e
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,g,e
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g,e
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g,e
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,e
f,f,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,e
b,y,y,t,l,f,c,b,g,t,c,s,s,w,w,w,o,p,w,s,g,e
x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,n,a,g,e
x,y,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,e
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,d,e
f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,d,e
x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,y,u,e
x,s,g,f,n,f,w,b,h,t,b,f,f,w,w,w,o,e,n,a,g,e
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,p,e
b,y,w,t,a,f,c,b,b,e,c,s,s,w,w,w,o,p,n,s,g,e
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,v,m,e
x,y,y,t,l,f,c,b,w,e,b,s,y,w,w,w,o,p,k,s,p,e
s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u,e
f,y,n,t,a,f,c,b,p,e,r,s,s,w,w,w,o,p,n,y,p,e
x,y,n,t,p,f,c,n,k,t,e,s,s,w,w,w,o,p,k,s,d,p
x,y,y,t,a,f,c,b,b,t,r,s,y,w,w,w,o,p,n,y,p,e
x,y,y,t,n,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g,e
x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,n,s,d,e
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,w,a,g,e
f,y,n,f,n,f,c,b,k,t,e,f,s,w,w,w,o,e,k,a,g,e
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,p,e
x,s,y,t,a,f,c,b,w,t,c,s,s,w,w,w,o,p,k,n,g,e
f,y,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,w,v,p,e
x,f,y,f,a,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,e
b,y,y,t,a,f,c,b,g,t,b,s,s,w,w,w,o,p,n,n,g,e
x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,d,e
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,g,e
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,e
s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,w,y,u,e
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,e
b,s,n,t,l,f,c,b,b,e,b,s,s,w,w,w,o,p,k,n,g,e
s,y,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,u,e
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m,e
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,e
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,w,s,g,e
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,u,p
x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,n,s,g,e
x,y,n,t,n,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,e
b,s,w,f,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g,e
x,y,n,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,y,d,e
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,w,s,d,p
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,p,e
x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g,e
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m,e
x,s,y,t,a,f,c,b,w,t,c,s,s,w,w,w,o,p,w,n,m,e
b,s,y,f,n,f,c,b,b,e,c,s,s,w,w,w,o,p,n,s,m,e
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m,e
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,v,g,e
x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u,e
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g,e
x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,w,a,g,e
x,s,n,t,l,f,c,b,k,t,c,s,s,w,w,w,o,p,n,v,m,e
x,y,y,t,n,f,c,b,w,e,c,s,s,w,w,w,o,p,w,s,m,e
x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,u,e
x,s,n,t,p,f,c,n,p,t,e,s,s,w,w,w,o,p,n,s,u,p
x,y,w,t,l,f,c,b,w,e,b,s,s,w,w,w,o,p,w,v,g,e
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m,e
x,y,n,t,p,f,c,n,p,t,e,s,s,w,w,w,o,p,n,v,u,p
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,e
x,s,n,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,e
x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,e
b,y,n,f,l,f,c,b,n,e,c,s,s,w,w,w,o,p,w,n,g,e
x,s,w,f,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,v,d,e
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,e
x,y,n,t,l,f,c,b,w,t,r,s,y,w,w,w,o,p,n,v,p,e
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,e
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,v,g,e
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,w,s,p,e
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,g,e
x,y,n,t,p,f,c,b,k,e,b,s,s,w,w,w,o,p,k,v,d,p
b,y,y,t,a,f,c,b,w,t,c,s,s,w,w,w,o,p,n,v,g,e
x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,e
x,s,n,f,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,u,p
x,y,y,f,n,f,c,b,k,e,c,s,s,w,w,w,o,p,w,n,g,e
f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,w,o,e,n,a,g,e
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,e
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,e
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u,p
f,y,n,t,l,f,c,b,w,e,b,s,y,w,w,w,o,p,k,s,d,e
x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m,e
x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,e
f,y,n,t,a,f,c,b,n,e,b,s,y,w,w,w,o,p,n,v,p,e
b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,w,n,d,e
x,s,w,f,n,f,w,b,b,t,e,f,f,w,w,w,o,e,k,v,g,e
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,d,e
x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g,e
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,v,g,e
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g,e
x,y,y,t,l,f,c,b,b,e,c,s,s,w,w,w,o,p,k,s,g,e
f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,e
b,s,w,f,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,e
x,f,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d,e
x,y,w,t,n,f,c,b,g,e,c,s,s,w,w,w,o,p,n,v,m,e
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m,e
x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,p,e
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,w,s,m,e
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m,e
x,y,y,t,a,f,c,b,b,e,r,s,y,w,w,w,o,p,k,y,p,e
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m,e
x,s,y,t,l,f,c,b,w,e,b,s,s,w,w,w,o,p,w,n,m,e
x,y,n,t,l,f,c,b,p,e,b,s,y,w,w,w,o,p,k,s,g,e
x,s,w,t,l,f,c,b,n,e,b,s,s,w,w,w,o,p,n,n,g,e
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,s,g,e
b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,e
x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d,e
x,y,w,f,l,f,c,b,b,e,c,s,s,w,w,w,o,p,n,s,m,e
b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,d,e
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m,e
x,y,y,t,l,f,w,n,b,t,b,s,s,w,w,w,o,p,n,v,d,e
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,e
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,a,g,e
b,s,w,t,a,f,c,b,b,e,c,s,s,w,w,w,o,p,n,n,g,e
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,e
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,p,e
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,p,e
x,y,n,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m,e
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,g,e
b,y,n,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,e
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,w,n,m,e
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u,e
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,w,y,g,e
x,s,w,t,a,f,c,b,g,e,b,s,s,w,w,w,o,p,k,n,m,e
x,s,n,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,d,e
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,e
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,p,e
x,y,n,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,e
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,e
f,f,n,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,w,v,d,e
s,f,g,f,n,f,c,n,b,e,e,s,s,w,w,w,o,p,k,y,u,e
f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,e
f,f,g,f,n,f,c,n,b,t,e,s,s,w,w,w,o,p,w,y,u,e
x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u,e
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g,e
x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,e
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m,e
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m,e
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g,e
f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,e
f,f,g,f,n,f,c,b,g,e,b,s,s,w,w,w,o,p,w,y,u,e
f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d,e
f,y,y,t,a,f,c,b,p,e,b,s,y,w,w,w,o,p,k,y,g,e
x,y,w,t,l,f,c,b,b,e,c,s,s,w,w,w,o,p,n,v,m,e
x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u,e
x,y,n,t,l,f,c,b,n,e,r,s,s,w,w,w,o,p,k,s,p,e
x,y,n,f,a,f,c,b,n,e,r,s,y,w,w,w,o,p,k,s,p,e
f,y,y,t,a,f,c,n,n,t,b,s,s,w,w,w,o,p,u,v,d,e
f,s,n,t,p,f,c,n,b,e,e,s,s,w,w,w,o,p,n,s,d,p
x,s,n,t,p,f,c,n,b,e,e,s,s,w,w,w,o,p,n,v,u,p
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,p,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g,e
b,s,n,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m,e
f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,p,n,a,d,e
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,g,e
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g,e
b,s,n,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,e
x,s,y,t,a,f,c,b,b,e,c,s,s,w,w,w,o,p,n,n,g,e
b,y,n,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g,e
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m,e
b,s,n,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m,e
b,y,y,t,a,f,c,b,b,e,c,s,s,w,w,w,o,p,n,s,g,e
x,s,n,t,n,f,c,n,n,e,b,s,s,w,w,w,o,p,n,v,d,p
x,s,n,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,s,g,e
f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,d,e
x,f,w,t,a,f,c,n,n,t,b,s,s,w,w,w,o,p,w,v,d,e
x,f,g,f,n,f,c,n,b,e,e,s,s,w,w,w,o,p,n,v,u,e
f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,y,u,e
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g,e
x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d,e
s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u,e
x,y,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u,e
x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,a,g,e
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,p,e
b,s,y,t,a,f,c,b,k,t,c,s,s,w,w,w,o,p,k,n,g,e
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g,e
x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g,e
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,v,d,e
b,y,w,t,l,f,c,b,n,t,c,s,s,w,w,w,o,p,k,s,g,e
f,y,y,t,a,f,c,b,b,e,r,s,y,w,w,w,o,p,w,y,p,e
x,s,n,t,n,f,c,n,b,e,e,s,s,w,w,w,o,p,n,s,u,p
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,w,y,u,e
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g,e
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,v,d,e
x,s,y,t,a,f,c,b,k,e,b,s,s,w,w,w,o,p,n,s,m,e
x,f,n,f,n,f,c,b,b,e,e,s,s,w,w,w,o,p,w,y,u,e
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,p,e
x,y,n,f,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,p,e
x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g,e
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,w,v,g,p
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,p,e
f,s,n,t,n,f,c,b,k,e,e,s,s,w,w,w,o,p,k,s,g,p
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,w,s,g,e
b,y,w,f,a,f,c,b,k,e,c,s,s,w,w,w,o,p,w,s,m,e
s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u,e
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m,e
f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,w,v,d,e
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,w,v,m,e
f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,w,o,p,k,s,g,e
x,y,w,f,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g,p
x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,s,g,e
x,f,n,f,n,f,c,b,n,t,e,s,s,w,w,w,o,e,k,a,g,e
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,w,s,m,e
b,y,y,t,l,f,c,b,g,e,b,s,s,w,w,w,o,p,n,s,d,e
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u,e
x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d,e
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,e
f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u,e
x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,n,s,g,e
x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,k,s,p,e
x,s,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,y,t,l,f,c,b,k,t,c,s,s,w,w,w,o,p,k,s,g,e
f,y,y,t,a,f,c,b,p,e,b,s,y,w,w,w,o,p,w,v,p,e
x,y,n,t,p,f,c,b,b,e,e,s,s,w,w,w,o,p,k,v,u,p
x,f,w,t,l,f,w,n,b,t,b,s,s,w,w,w,o,p,u,v,d,e
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,d,e
x,y,n,t,n,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,e
b,s,y,t,a,f,c,b,b,e,c,s,s,w,w,w,o,p,n,s,d,e
x,s,n,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d,e
x,s,n,f,a,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d,e
x,f,w,f,n,f,w,b,n,t,b,f,s,w,w,w,o,e,k,s,g,e
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,d,e
x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,g,p
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g,e
f,y,g,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,k,s,g,e
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g,p
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m,e
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m,e
f,y,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d,e
x,s,y,f,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,v,g,e
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g,e
x,y,n,f,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,g,e
x,s,y,t,l,f,c,b,b,t,c,s,s,w,w,w,o,p,n,v,g,e
x,y,n,f,n,f,c,n,p,t,e,s,s,w,w,w,o,p,n,v,d,e
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g,e
x,y,y,t,l,f,c,b,w,e,b,s,y,w,w,w,o,p,n,y,g,e
x,y,n,f,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,d,p
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m,e
x,s,y,t,n,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m,e
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,g,e
x,y,y,f,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,g,e
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g,e
x,y,w,t,a,f,c,b,b,e,c,s,s,w,w,w,o,p,n,s,m,e
s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,v,u,e
f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,y,u,e
s,f,g,f,n,f,c,n,n,t,e,s,s,w,w,w,o,p,k,v,u,e
x,y,w,f,n,f,c,b,n,e,b,s,s,w,w,w,o,p,k,n,d,e
x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u,p
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,w,o,e,k,s,d,e
x,y,y,f,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,v,g,e
x,y,w,t,p,f,c,n,b,e,e,s,s,w,w,w,o,p,n,s,g,p
